trade_date,nav,daily_return
2025-01-06,1170632.7077822445,
2025-01-07,1183670.5177822446,0.011137404510677129
2025-01-08,1211332.5177822446,0.023369678964234364
2025-01-09,1209353.9777822446,-0.0016333582818550685
2025-01-10,1185464.8777822447,-0.019753604353134446
2025-01-13,1201682.161311316,0.01368010460116742
2025-01-14,1283808.751311316,0.06834302167752959
2025-01-15,1269204.4313113159,-0.011375775391064158
2025-01-16,1286087.331311316,0.013301954817914519
2025-01-17,1285885.7113113161,-0.00015677006925673975
2025-01-20,2295823.6181114353,0.7854025423225275
2025-01-21,2305232.418111435,0.0040982242389071555
2025-01-22,2285933.9881114354,-0.008371576700196615
2025-01-23,2301430.3681114353,0.006779014652475768
2025-01-24,2343087.2281114347,0.0181004216235241
2025-01-27,1119781.9828316267,-0.5220912096669195
2025-02-05,1156796.5526208868,0.03305515748312038
2025-02-06,1201825.982620887,0.03892597181239821
2025-02-07,1201400.882620887,-0.0003537117737071327
2025-02-10,1214990.6759978293,0.011311622601188676
2025-02-11,1227423.6259978293,0.010232959186941226
2025-02-12,1228448.9859978294,0.0008353758052901394
2025-02-13,1193557.7859978292,-0.028402644633760854
2025-02-14,1187931.0659978294,-0.0047142417954197935
2025-02-17,1195465.6015078293,0.006342569636960338
2025-02-18,1172704.6115078293,-0.019039435322347864
2025-02-19,1238471.6515078293,0.056081505397543197
2025-02-20,1253213.1215078293,0.011902953113260395
2025-02-21,1280185.3715078293,0.021522476534197033
2025-02-24,1282952.030339933,0.002161139233176179
2025-02-25,1288031.580339933,0.003959267283480727
2025-02-26,1325042.9503399327,0.028734831167906316
2025-02-27,1289830.6203399329,-0.026574481975068287
2025-02-28,1208562.4703399327,-0.06300683881933433
2025-03-03,1209728.0876256393,0.0009644658958991581
2025-03-04,1282188.4976256392,0.059898096722065475
2025-03-05,1285429.9776256392,0.002528083823870375
2025-03-06,1299805.0776256393,0.011183106236990703
2025-03-07,1308417.7076256392,0.00662609351837018
2025-03-10,1317017.8604255964,0.006572941309059166
2025-03-11,1353322.7804255963,0.02756600429721434
2025-03-12,1332532.4304255962,-0.015362447378194477
2025-03-13,1312240.0004255963,-0.015228469894363994
2025-03-14,1344354.8404255963,0.02447329755958072
2025-03-17,1370935.30823314,0.019771913640842742
2025-03-18,1395024.8282331398,0.017571594994548967
2025-03-19,1411419.3882331399,0.01175216359465403
2025-03-20,1394518.8682331399,-0.011974130539014749
2025-03-21,1364468.64823314,-0.021548808470461034
2025-03-24,1773412.5840539776,0.29970929442049266
2025-03-25,1757841.5640539776,-0.008780257983962758
2025-03-26,1745817.1740539775,-0.006840428765530593
2025-03-27,1745896.2540539776,4.529683931142614e-05
2025-03-28,1730753.2840539776,-0.008673464969546685
2025-03-31,1431420.6934817266,-0.17294931249306567
2025-04-01,1424855.4434817266,-0.004586527238216065
2025-04-02,1431199.5534817267,0.004452458689070848
2025-04-03,1380318.1234817265,-0.03555159717330769
2025-04-07,1189069.0646789828,-0.13855433435905007
2025-04-08,1187099.2246789827,-0.0016566237054799204
2025-04-09,1220543.4946789828,0.028173104071434363
2025-04-10,1237227.3446789829,0.01366919742945183
2025-04-11,1257386.7146789827,0.016293990014608406
2025-04-14,1189855.6796490708,-0.0537074507321742
2025-04-15,1184964.339649071,-0.00411086830416485
2025-04-16,1173341.819649071,-0.009808328918524234
2025-04-17,1179006.6996490709,0.0048279878081003424
2025-04-18,1179658.259649071,0.0005526346883304445
2025-04-21,1196823.3004623181,0.014550858838010772
2025-04-22,1212316.880462318,0.012945586866511372
2025-04-23,1234742.440462318,0.018498100918505678
2025-04-24,1221914.600462318,-0.010389081625150065
2025-04-25,1221352.740462318,-0.00045981936854444516
2025-04-28,2231691.8026757133,0.8272295371695422
2025-04-29,2272554.4726757137,0.01831017614126096
2025-04-30,2306688.9326757137,0.015020304424126607
2025-05-06,1219719.8245263912,-0.4712248334622474
2025-05-07,1230574.634526391,0.008899429017819482
2025-05-08,1250179.0045263912,0.015931069477590265
2025-05-09,1227193.424526391,-0.018385831082411874
2025-05-12,1249527.78794471,0.018199546193737648
2025-05-13,1243711.8879447102,-0.00465447832061916
2025-05-14,1235195.9479447103,-0.006847196752354678
2025-05-15,1227880.8879447102,-0.005922185878420194
